"Checked"	"Protein FDR Confidence Combined"	"Master"	"Accession"	"Description"	"Exp q-value Combined"	"Sum PEP Score"	"Coverage in Percent"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Score Sequest HT Sequest HT"	"Number of Peptides by Search Engine Sequest HT"	"Number of Razor Peptides"	"Abundances Grouped 126 A"	"Abundances Grouped 126 B"	"Abundances Grouped 127N A"	"Abundances Grouped 127N B"	"Abundances Grouped 127C A"	"Abundances Grouped 127C B"	"Abundances Grouped 128N A"	"Abundances Grouped 128N B"	"Abundances Grouped 128C A"	"Abundances Grouped 128C B"	"Abundances Grouped 129N A"	"Abundances Grouped 129N B"	"Abundances Grouped 129C A"	"Abundances Grouped 129C B"	"Abundances Grouped 130N A"	"Abundances Grouped 130N B"	"Abundances Grouped 130C A"	"Abundances Grouped 130C B"	"Abundances Grouped 131 A"	"Abundances Grouped 131 B"	"Abundances Grouped CV in Percent 126 A"	"Abundances Grouped CV in Percent 126 B"	"Abundances Grouped CV in Percent 127N A"	"Abundances Grouped CV in Percent 127N B"	"Abundances Grouped CV in Percent 127C A"	"Abundances Grouped CV in Percent 127C B"	"Abundances Grouped CV in Percent 128N A"	"Abundances Grouped CV in Percent 128N B"	"Abundances Grouped CV in Percent 128C A"	"Abundances Grouped CV in Percent 128C B"	"Abundances Grouped CV in Percent 129N A"	"Abundances Grouped CV in Percent 129N B"	"Abundances Grouped CV in Percent 129C A"	"Abundances Grouped CV in Percent 129C B"	"Abundances Grouped CV in Percent 130N A"	"Abundances Grouped CV in Percent 130N B"	"Abundances Grouped CV in Percent 130C A"	"Abundances Grouped CV in Percent 130C B"	"Abundances Grouped CV in Percent 131 A"	"Abundances Grouped CV in Percent 131 B"
"False"	"High"	"IsMasterProtein"	"OEU16307.1"	"chloroplast ATPase gamma subunit precursor [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"53.599"	"22"	"8"	"33"	"8"	"1"	"369"	"39.9"	"5.91"	"115.03"	"8"	"0"	"11.4"	"13.2"	"8.4"	"15.1"	"3.9"	"7.3"	"3.8"	"1.7"	"13.9"	"7.1"	"15.6"	"14.9"	"4.1"	"16.4"	"0.3"	"18.1"	""	"13.8"	"7.3"	"11.0"	"96.46"	"57.91"	"75.47"	"57.03"	"133.67"	"51.67"	"134.23"	"107.80"	"93.45"	"40.61"	"114.70"	"56.61"	"143.26"	"50.87"	""	"62.65"	""	"56.19"	"115.23"	"53.40"
"False"	"High"	"IsMasterProtein"	"OEU07503.1"	"methionine adenosyltransferase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"52.835"	"26"	"13"	"45"	"13"	"1"	"476"	"52.0"	"5.91"	"139.61"	"13"	"0"	"25.6"	"17.5"	"21.2"	"15.6"	"13.6"	"6.5"	"10.8"	"0.7"	"23.2"	"6.3"	"28.0"	"13.5"	"13.6"	"20.8"	"0.6"	"16.2"	""	"12.8"	"16.9"	"9.4"	"69.35"	"103.64"	"89.26"	"111.50"	"80.49"	"100.71"	"95.02"	"3.51"	"78.07"	"101.31"	"82.95"	"95.92"	"78.89"	"138.83"	"2.03"	"111.44"	""	"105.49"	"82.36"	"105.73"
"False"	"High"	"IsMasterProtein"	"OEU15576.1"	"protoporphyrin IX Mg-chelatase subunit D [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"52.028"	"17"	"14"	"28"	"14"	"1"	"794"	"86.1"	"4.81"	"83.18"	"14"	"0"	"42.6"	"9.4"	"34.9"	"11.5"	"13.5"	"6.1"	"9.3"	"1.0"	"24.9"	"7.7"	"26.8"	"19.7"	"18.8"	"16.3"	"0.2"	"19.2"	""	"9.4"	"20.9"	"12.4"	"95.84"	"131.95"	"98.67"	"124.43"	"103.33"	"107.91"	"108.28"	"126.36"	"112.31"	"107.09"	"78.02"	"126.85"	"102.86"	"119.00"	"122.83"	"116.63"	""	"129.26"	"89.92"	"111.03"
"False"	"High"	"IsMasterProtein"	"OEU16558.1"	"vacuolar ATPase B subunit [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"51.838"	"23"	"12"	"36"	"12"	"1"	"502"	"55.8"	"5.73"	"97.92"	"12"	"0"	"14.3"	"8.3"	"8.4"	"7.5"	"5.7"	"2.5"	"8.3"	""	"14.3"	"3.8"	"12.4"	"7.4"	"7.4"	"9.8"	""	"6.2"	"1.2"	"7.0"	"8.3"	"5.6"	"92.72"	"84.89"	"106.18"	"77.99"	"93.66"	"110.71"	"70.22"	""	"85.04"	"117.58"	"96.82"	"103.16"	"99.07"	"99.57"	""	"104.24"	""	"97.41"	"100.91"	"108.05"
"False"	"High"	"IsMasterProtein"	"OEU20569.1"	"photosystem II stability/assembly factor [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"51.814"	"23"	"7"	"19"	"7"	"1"	"410"	"44.2"	"5.50"	"79.71"	"7"	"0"	"3.3"	"5.0"	"2.3"	"3.6"	"3.1"	"2.1"	"1.9"	"0.4"	"3.0"	"3.7"	"4.3"	"5.4"	"4.4"	"5.2"	""	"6.1"	""	"5.0"	"2.6"	"3.0"	"15.03"	"118.08"	""	"131.23"	"21.33"	"126.83"	"17.93"	""	"0.71"	"68.84"	"59.33"	"133.05"	""	"128.26"	""	"128.85"	""	"108.01"	"38.57"	"125.29"
"False"	"High"	"IsMasterProtein"	"OEU15658.1"	"hypothetical protein FRACYDRAFT_170346 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"51.649"	"11"	"14"	"34"	"14"	"1"	"1187"	"132.7"	"5.01"	"88.86"	"14"	"0"	"24.7"	"13.6"	"20.6"	"14.9"	"11.7"	"8.1"	"10.9"	"0.3"	"36.4"	"4.8"	"35.8"	"10.8"	"6.7"	"12.4"	"0.3"	"10.9"	""	"12.2"	"20.9"	"9.1"	"74.59"	"65.37"	"57.03"	"68.80"	"73.90"	"81.21"	"78.40"	""	"62.81"	"48.91"	"70.37"	"68.32"	"59.08"	"72.37"	"2.41"	"64.42"	""	"59.07"	"67.53"	"69.92"
"False"	"High"	"IsMasterProtein"	"OEU20488.1"	"hypothetical protein FRACYDRAFT_234116 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"51.127"	"4"	"17"	"26"	"17"	"1"	"4549"	"508.0"	"8.12"	"68.91"	"17"	"0"	"9.8"	"4.6"	"9.3"	"4.8"	"9.6"	"2.9"	"7.1"	"1.0"	"15.7"	"2.6"	"8.3"	"4.4"	"5.5"	"4.5"	"0.3"	"3.9"	""	"2.9"	"9.0"	"2.8"	"55.02"	"12.06"	"59.80"	"24.26"	"83.96"	"9.54"	"94.14"	""	"78.91"	"12.69"	"77.57"	"32.07"	"108.01"	"61.17"	""	"41.33"	""	"21.88"	"74.16"	"20.50"
"False"	"High"	"IsMasterProtein"	"OEU18459.1"	"pyruvate kinase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"51.050"	"19"	"11"	"34"	"11"	"1"	"506"	"54.0"	"5.49"	"97.99"	"11"	"0"	"19.7"	"8.3"	"10.8"	"5.7"	"7.3"	"4.7"	"7.6"	"0.4"	"12.1"	"3.3"	"12.6"	"7.3"	"10.6"	"10.8"	"0.7"	"8.9"	"0.3"	"6.8"	"13.1"	"4.9"	"101.61"	"80.65"	"117.11"	"83.83"	"119.26"	"62.09"	"109.92"	""	"118.62"	"90.69"	"121.25"	"79.26"	"97.70"	"70.85"	"10.34"	"69.92"	""	"81.35"	"107.61"	"78.02"
"False"	"High"	"IsMasterProtein"	"OEU13842.1"	"elongation factor-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"50.978"	"20"	"11"	"55"	"11"	"1"	"456"	"50.0"	"8.40"	"142.56"	"11"	"0"	"21.8"	"89.2"	"17.6"	"53.3"	"13.8"	"62.4"	"12.4"	"2.2"	"20.8"	"57.8"	"43.7"	"124.2"	"12.0"	"141.1"	"1.0"	"50.3"	""	"126.4"	"28.0"	"91.8"	"101.47"	"71.21"	"83.29"	"83.88"	"132.83"	"106.13"	"119.58"	"98.66"	"77.52"	"115.92"	"73.21"	"70.91"	"127.32"	"73.08"	""	"87.61"	""	"84.96"	"69.27"	"84.05"
"False"	"High"	"IsMasterProtein"	"OEU18654.1"	"Lysyl-tRNA synthetase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"50.139"	"23"	"14"	"25"	"14"	"1"	"595"	"67.3"	"5.30"	"83.24"	"14"	"0"	"7.2"	"6.5"	"3.5"	"8.9"	"6.0"	"4.4"	"6.0"	""	"5.2"	"2.4"	"5.0"	"8.0"	"9.1"	"8.2"	"0.5"	"8.6"	"1.6"	"6.0"	"4.7"	"4.9"	"100.87"	"69.35"	"89.82"	"69.32"	"83.85"	"54.16"	"67.91"	""	"93.92"	"105.95"	"86.94"	"65.08"	"80.55"	"71.65"	"107.08"	"45.76"	""	"65.02"	"89.23"	"75.21"
"False"	"High"	"IsMasterProtein"	"OEU07061.1"	"UTP-glucose-1-phosphate uridylyltransferase/phosphoglucomutase fusion protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"48.926"	"17"	"10"	"24"	"10"	"1"	"593"	"63.9"	"5.38"	"91.03"	"10"	"0"	"7.6"	"8.7"	"7.8"	"7.8"	"10.3"	"7.6"	"9.8"	"1.4"	"9.0"	"9.3"	"16.3"	"12.1"	"11.0"	"13.5"	"0.4"	"11.9"	""	"9.8"	"6.3"	"8.5"	"73.91"	"36.62"	"52.96"	"44.46"	"45.61"	"54.00"	"59.58"	""	"61.34"	"55.00"	"70.86"	"52.56"	"72.63"	"26.90"	""	"29.75"	""	"31.85"	"72.43"	"42.50"
"False"	"High"	"IsMasterProtein"	"OEU13702.1"	"Actin/actin-like protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"47.967"	"24"	"13"	"50"	"13"	"1"	"377"	"41.7"	"5.08"	"150.36"	"13"	"0"	"16.2"	"10.7"	"10.6"	"10.0"	"10.7"	"6.1"	"7.1"	"4.4"	"19.7"	"7.3"	"20.2"	"9.7"	"25.5"	"11.7"	"1.4"	"8.0"	"1.1"	"10.4"	"11.9"	"7.5"	"94.97"	"158.61"	"98.65"	"153.14"	"82.71"	"136.95"	"78.85"	"38.17"	"88.77"	"119.57"	"83.84"	"151.31"	"62.27"	"149.03"	"30.49"	"158.66"	"16.50"	"150.49"	"89.29"	"154.19"
"False"	"High"	"IsMasterProtein"	"OEU20508.1"	"fructose-bisphosphate aldolase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"47.406"	"26"	"8"	"20"	"8"	"1"	"367"	"39.7"	"5.38"	"74.23"	"8"	"0"	"9.9"	"9.7"	"7.8"	"8.0"	"6.5"	"3.7"	"6.9"	"1.7"	"9.2"	"4.6"	"10.4"	"10.4"	"5.3"	"9.3"	""	"3.2"	"0.9"	"8.4"	"5.9"	"5.9"	"157.22"	"90.18"	"154.83"	"74.05"	"151.27"	"95.18"	"119.49"	""	"170.61"	"104.98"	"146.85"	"70.62"	"156.43"	"100.28"	""	"118.38"	""	"84.51"	"159.35"	"102.56"
"False"	"High"	"IsMasterProtein"	"OEU05954.1"	"glyceraldehyde-3-phosphate dehydrogenase precursor [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"46.804"	"24"	"9"	"44"	"9"	"1"	"378"	"40.2"	"5.48"	"135.97"	"9"	"0"	"46.0"	"33.4"	"48.4"	"32.3"	"23.6"	"14.8"	"18.5"	"0.4"	"49.0"	"6.7"	"55.8"	"26.1"	"12.7"	"29.5"	"0.6"	"26.5"	"1.0"	"25.0"	"37.9"	"17.6"	"175.49"	"77.29"	"142.25"	"70.70"	"123.93"	"85.33"	"137.21"	"61.59"	"168.83"	"134.80"	"174.00"	"78.61"	"99.33"	"70.77"	"29.65"	"76.81"	""	"70.72"	"170.26"	"73.74"
"False"	"High"	"IsMasterProtein"	"OEU18406.1"	"putative coatomer, gamma-subunit [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"46.326"	"12"	"12"	"21"	"12"	"1"	"894"	"99.3"	"4.91"	"65.95"	"12"	"0"	"8.6"	"15.6"	"6.6"	"14.3"	"5.6"	"8.1"	"5.4"	"1.1"	"12.1"	"5.3"	"12.3"	"11.8"	"9.2"	"12.7"	""	"37.0"	""	"30.6"	"7.3"	"25.4"	"49.76"	"101.61"	"48.13"	"101.61"	"59.78"	"100.44"	"61.59"	"86.86"	"52.09"	"123.27"	"52.40"	"103.74"	"32.31"	"109.49"	""	"78.57"	""	"84.11"	"49.87"	"80.11"
"False"	"High"	"IsMasterProtein"	"OEU14968.1"	"hypothetical protein FRACYDRAFT_287479 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"46.034"	"15"	"14"	"23"	"14"	"1"	"937"	"101.6"	"5.07"	"69.07"	"14"	"0"	"13.7"	"12.3"	"9.7"	"13.9"	"6.9"	"11.1"	"2.6"	"1.6"	"12.1"	"13.2"	"12.4"	"14.2"	"5.3"	"19.5"	""	"16.1"	""	"13.2"	"10.0"	"12.6"	"69.17"	"67.32"	"78.44"	"64.72"	"97.40"	"56.33"	"124.04"	""	"80.31"	"67.42"	"103.29"	"60.52"	"83.74"	"44.01"	""	"69.03"	""	"61.07"	"73.15"	"57.72"
"False"	"High"	"IsMasterProtein"	"OEU18421.1"	"hypothetical protein FRACYDRAFT_260383 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"45.952"	"24"	"9"	"25"	"9"	"1"	"349"	"38.4"	"5.78"	"71.91"	"9"	"0"	"13.2"	"9.3"	"7.3"	"3.3"	"4.3"	"1.6"	"2.7"	""	"11.8"	""	"8.1"	"4.5"	"7.3"	"7.6"	""	"16.4"	""	"11.7"	"8.7"	"2.6"	"99.82"	""	"112.82"	"92.09"	"120.99"	""	"132.50"	""	"115.67"	""	"154.30"	"101.96"	"60.36"	""	""	""	""	""	"105.16"	""
"False"	"High"	"IsMasterProtein"	"OEU22082.1"	"hypothetical protein FRACYDRAFT_267152 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"45.567"	"37"	"9"	"31"	"9"	"1"	"191"	"19.2"	"8.56"	"103.62"	"9"	"0"	"15.0"	"7.9"	"14.3"	"10.5"	"8.0"	"6.3"	"7.3"	"0.6"	"11.6"	"5.2"	"12.3"	"13.3"	"10.0"	"9.5"	"0.2"	"6.8"	""	"13.0"	"9.7"	"11.7"	"130.62"	"128.64"	"98.78"	"116.59"	"117.78"	"90.88"	"90.01"	"13.64"	"167.41"	"80.25"	"144.97"	"106.14"	"88.66"	"116.48"	""	"125.81"	""	"106.98"	"112.34"	"100.97"
"False"	"High"	"IsMasterProtein"	"OEU09487.1"	"putative isopropylmalate synthase plastid precursor [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"45.303"	"18"	"10"	"23"	"10"	"1"	"627"	"67.0"	"5.15"	"85.29"	"10"	"0"	"6.7"	"10.2"	"6.7"	"7.8"	"8.6"	"8.3"	"11.0"	""	"12.0"	"7.8"	"12.1"	"8.7"	"17.9"	"8.5"	""	"7.5"	""	"8.5"	"17.5"	"5.7"	"104.02"	"38.66"	"88.76"	"31.82"	"65.19"	"16.45"	"53.27"	""	"89.68"	"54.07"	"85.08"	"63.58"	"101.83"	"56.10"	""	"64.62"	""	"63.87"	"61.61"	"1.76"
"False"	"High"	"IsMasterProtein"	"OEU20628.1"	"(E)-4-hydroxy-3-methylbut-2-enyl diphosphate synthase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"45.120"	"18"	"13"	"29"	"13"	"1"	"763"	"84.0"	"4.91"	"94.97"	"13"	"0"	"22.7"	"17.5"	"16.4"	"14.9"	"4.6"	"8.6"	"4.0"	"0.1"	"12.3"	"5.6"	"9.5"	"26.7"	"10.0"	"27.1"	""	"28.0"	""	"14.9"	"10.2"	"14.2"	"45.52"	"65.09"	"52.95"	"71.59"	"62.82"	"70.44"	"56.75"	"126.63"	"44.44"	"86.70"	"50.06"	"76.58"	"62.40"	"79.47"	""	"78.76"	""	"77.82"	"45.61"	"78.79"
"False"	"High"	"IsMasterProtein"	"OEU22459.1"	"chloroplast ferredoxin dependent NADH oxireductase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"44.522"	"18"	"9"	"42"	"7"	"1"	"386"	"41.9"	"8.19"	"123.12"	"9"	"2"	"67.3"	"269.7"	"60.0"	"270.7"	"28.1"	"102.1"	"21.1"	"5.1"	"61.5"	"96.9"	"50.9"	"272.7"	"37.8"	"281.6"	""	"304.1"	""	"214.4"	"38.1"	"191.3"	"21.04"	"84.79"	"23.39"	"85.80"	"21.98"	"24.21"	"22.42"	"78.72"	"4.02"	"31.23"	"11.65"	"86.90"	"22.11"	"87.33"	""	"86.06"	""	"87.22"	"16.42"	"86.46"
"False"	"High"	"IsMasterProtein"	"OEU22395.1"	"P-type ATPase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"43.740"	"11"	"12"	"23"	"12"	"1"	"983"	"105.5"	"5.26"	"59.96"	"12"	"0"	"19.4"	"27.7"	"11.5"	"29.4"	"22.7"	"17.1"	"13.5"	"5.9"	"18.7"	"19.9"	"19.1"	"27.2"	"31.2"	"27.4"	"0.7"	"24.2"	"0.1"	"22.8"	"15.6"	"16.7"	"86.84"	"141.92"	"60.22"	"134.02"	"102.17"	"142.79"	"114.92"	"124.54"	"85.75"	"144.83"	"122.33"	"141.97"	"86.08"	"141.06"	""	"136.79"	""	"142.90"	"72.31"	"146.12"
"False"	"High"	"IsMasterProtein"	"OEU09945.1"	"plastid glutamine synthetase II [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"43.701"	"29"	"9"	"28"	"9"	"1"	"415"	"45.2"	"4.98"	"104.55"	"9"	"0"	"10.2"	"20.7"	"9.0"	"34.5"	"9.5"	"11.9"	"7.9"	"3.2"	"12.7"	"11.9"	"12.0"	"18.8"	"10.6"	"23.0"	""	"19.2"	""	"18.3"	"9.5"	"19.3"	"199.28"	"100.96"	"165.04"	"72.35"	"174.47"	"71.39"	"156.54"	""	"199.12"	"65.30"	"179.29"	"106.54"	"182.89"	"100.24"	""	"104.45"	""	"102.99"	"185.63"	"70.81"
"False"	"High"	"IsMasterProtein"	"cRAP_P25690"	"Keratin, type I microfibrillar, 47.6 kDa OS=Ovis aries PE=3 SV=2"	"0.000"	"43.430"	"25"	"13"	"28"	"3"	"1"	"404"	"46.0"	"4.93"	"78.86"	"13"	"0"	"16.0"	""	"6.5"	"1.6"	"3.3"	""	"8.6"	""	"344.1"	"1.5"	"18.1"	"1.6"	"15.2"	""	""	"1.3"	""	"194.4"	"59.4"	"179.5"	"119.45"	""	""	""	"80.74"	""	"95.40"	""	"151.97"	""	""	""	"115.15"	""	""	""	""	""	"125.52"	""
"False"	"High"	"IsMasterProtein"	"OEU14716.1"	"hypothetical protein FRACYDRAFT_262066, partial [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"43.156"	"23"	"13"	"31"	"12"	"1"	"678"	"71.0"	"9.50"	"103.70"	"13"	"1"	"21.6"	"13.2"	"17.2"	"12.1"	"18.4"	"10.7"	"15.2"	"0.1"	"26.0"	"17.9"	"29.6"	"11.8"	"9.9"	"18.3"	"1.2"	"11.2"	""	"16.2"	"18.8"	"13.6"	"41.42"	"84.02"	"49.82"	"80.51"	"45.60"	"45.02"	"46.83"	"109.24"	"41.88"	"58.75"	"42.27"	"77.27"	"45.80"	"71.69"	""	"89.34"	""	"68.77"	"47.45"	"67.50"
"False"	"High"	"IsMasterProtein"	"OEU23107.1"	"Ribosomal_L10/acidic_P0 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"42.936"	"29"	"7"	"23"	"7"	"1"	"271"	"29.4"	"6.24"	"82.83"	"7"	"0"	"9.5"	"11.2"	"7.4"	"12.3"	"8.1"	"6.7"	"14.6"	"1.1"	"11.3"	"7.4"	"13.4"	"10.8"	"8.4"	"20.5"	""	"11.0"	""	"12.3"	"10.7"	"9.1"	"119.93"	"80.77"	"116.73"	"65.15"	"95.20"	"62.22"	"66.85"	""	"118.28"	"63.71"	"102.97"	"80.32"	"83.24"	"57.43"	""	"81.33"	""	"54.14"	"95.38"	"56.71"
"False"	"High"	"IsMasterProtein"	"OEU13762.1"	"phosphoglycerate kinase precursor [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"42.545"	"15"	"8"	"44"	"8"	"1"	"433"	"45.7"	"5.05"	"120.02"	"8"	"0"	"38.3"	"35.0"	"31.7"	"31.9"	"15.9"	"9.2"	"20.4"	"0.6"	"31.9"	"7.3"	"19.7"	"39.7"	"7.1"	"38.6"	"0.8"	"40.3"	"0.3"	"23.2"	"23.4"	"23.7"	"75.73"	"88.03"	"83.60"	"88.32"	"91.11"	"68.21"	"73.29"	""	"84.15"	"90.98"	"103.56"	"53.67"	"87.89"	"68.27"	""	"86.78"	""	"76.17"	"84.57"	"79.90"
"False"	"High"	"IsMasterProtein"	"OEU07787.1"	"hypothetical protein FRACYDRAFT_277785 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"42.407"	"24"	"7"	"38"	"7"	"1"	"323"	"35.3"	"6.42"	"124.52"	"7"	"0"	"9.6"	"9.2"	"11.7"	"9.1"	"4.2"	"6.1"	"5.8"	""	"8.5"	"5.3"	"10.6"	"7.4"	"2.2"	"8.5"	""	"11.5"	""	"7.2"	"9.1"	"6.4"	"108.42"	"38.54"	"71.33"	"91.64"	"107.16"	"38.45"	"83.35"	""	"115.29"	"69.18"	"75.07"	"74.12"	"86.13"	"48.34"	""	"41.06"	""	"66.65"	"85.39"	"53.34"
"False"	"High"	"IsMasterProtein"	"OEU08966.1"	"hypothetical protein FRACYDRAFT_271636, partial [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"42.402"	"26"	"9"	"19"	"9"	"1"	"297"	"30.4"	"5.15"	"71.06"	"9"	"0"	"6.0"	"9.1"	"9.6"	"9.8"	"9.6"	"7.3"	"6.2"	"0.6"	"8.9"	"9.6"	"15.6"	"7.1"	"3.2"	"6.9"	"0.3"	"7.9"	""	"10.7"	"13.4"	"6.9"	"90.21"	"138.86"	"56.88"	"137.59"	"60.34"	"94.41"	"56.38"	""	"70.56"	"74.71"	"45.42"	"125.49"	"64.90"	"128.77"	""	"133.61"	""	"132.89"	"44.98"	"125.22"
"False"	"High"	"IsMasterProtein"	"OEU16187.1"	"heat shock protein 70 [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"42.341"	"12"	"9"	"26"	"9"	"1"	"836"	"92.2"	"5.16"	"80.85"	"9"	"0"	"16.1"	"9.3"	"8.2"	"16.1"	"6.8"	"6.7"	"5.1"	"1.7"	"15.7"	"5.1"	"11.6"	"14.2"	"18.7"	"13.2"	""	"12.5"	""	"11.5"	"7.7"	"7.5"	"84.70"	"91.22"	"95.89"	"83.30"	"99.50"	"76.02"	"98.37"	"111.10"	"116.75"	"100.60"	"118.23"	"92.08"	"79.27"	"93.40"	""	"96.01"	""	"84.48"	"108.42"	"82.64"
"False"	"High"	"IsMasterProtein"	"OEU11456.1"	"pyruvate dehydrogenase E1 component beta [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"42.236"	"13"	"11"	"28"	"11"	"1"	"823"	"89.1"	"5.00"	"88.28"	"11"	"0"	"20.2"	"8.7"	"27.2"	"11.8"	"9.6"	"2.7"	"5.5"	"22.5"	"22.3"	"2.8"	"23.9"	"10.4"	"9.2"	"9.2"	"0.4"	"9.6"	"1.4"	"7.4"	"17.5"	"7.9"	"109.65"	"141.08"	"100.66"	"126.49"	"102.27"	"152.22"	"125.56"	""	"108.25"	"137.60"	"103.88"	"142.50"	"141.29"	"146.34"	"120.65"	"138.35"	""	"134.28"	"100.49"	"128.41"
"False"	"High"	"IsMasterProtein"	"OEU15339.1"	"mitochondrial glyceraldehyde-3-phosphate dehydrogenase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"41.875"	"32"	"10"	"20"	"6"	"1"	"338"	"36.0"	"5.26"	"68.13"	"10"	"0"	"11.2"	"13.5"	"6.1"	"12.7"	"16.1"	"9.9"	"4.3"	"0.0"	"25.9"	"9.0"	"12.5"	"15.5"	"7.1"	"17.8"	"0.1"	"12.5"	""	"13.1"	"5.9"	"9.5"	"95.78"	"115.61"	"108.84"	"118.15"	""	"112.85"	"111.79"	""	""	"115.37"	"103.78"	"109.77"	""	"105.46"	""	"118.64"	""	"112.90"	"107.04"	"121.38"
"False"	"High"	"IsMasterProtein"	"OEU15428.1"	"Ribosomal_L4-domain-containing protein [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"41.419"	"23"	"8"	"28"	"8"	"1"	"384"	"41.4"	"10.14"	"68.04"	"8"	"0"	"6.6"	"3.8"	"4.4"	"1.9"	"6.4"	""	"2.3"	"1.2"	"5.3"	""	"3.4"	"2.6"	"14.4"	""	""	"1.7"	""	""	"2.9"	""	"27.98"	""	"25.41"	""	"15.45"	""	"46.66"	""	"12.88"	""	"48.83"	""	"78.38"	""	""	""	""	""	"42.17"	""
"False"	"High"	"IsMasterProtein"	"OEU17524.1"	"trigger factor [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"41.253"	"17"	"11"	"24"	"11"	"1"	"585"	"64.3"	"4.51"	"79.34"	"11"	"0"	"23.0"	"11.4"	"30.2"	"10.3"	"35.9"	"6.0"	"25.3"	"0.5"	"21.1"	"10.8"	"37.5"	"11.7"	"22.8"	"12.5"	""	"12.2"	""	"9.5"	"25.6"	"8.5"	"96.62"	"92.90"	"88.59"	"89.48"	"14.85"	"74.51"	"19.83"	""	"96.40"	"73.64"	"63.68"	"71.74"	"44.77"	"74.42"	""	"90.11"	""	"91.19"	"70.85"	"53.37"
"False"	"High"	"IsMasterProtein"	"OEU18642.1"	"ribonucleoside-diphosphate reductase-like protein M1 chain [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"40.752"	"14"	"13"	"24"	"13"	"1"	"835"	"92.9"	"7.25"	"71.21"	"13"	"0"	"14.0"	"19.1"	"9.4"	"14.0"	"4.9"	"8.1"	"3.4"	"0.5"	"15.0"	"9.2"	"17.0"	"16.7"	"5.5"	"27.0"	""	"14.4"	""	"18.2"	"8.4"	"10.8"	"72.15"	"94.49"	"55.58"	"120.18"	"82.49"	"90.21"	"94.86"	"29.66"	"64.86"	"46.85"	"72.26"	"106.47"	"82.79"	"88.02"	""	"102.20"	""	"90.28"	"68.81"	"107.57"
"False"	"High"	"IsMasterProtein"	"OEU18066.1"	"protoporphyrin IX Mg-chelatase subunit H [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"40.509"	"6"	"8"	"23"	"8"	"1"	"1409"	"154.6"	"5.06"	"77.52"	"8"	"0"	"6.9"	"7.7"	"3.3"	"9.2"	"5.8"	"3.9"	"4.5"	""	"3.6"	"6.3"	"5.4"	"20.4"	"9.5"	"16.0"	""	"18.6"	""	"10.0"	"5.9"	"8.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"False"	"High"	"IsMasterProtein"	"OEU22233.1"	"putative aspartate aminotransferase [Fragilariopsis cylindrus CCMP1102]"	"0.000"	"40.465"	"24"	"9"	"26"	"9"	"1"	"418"	"45.6"	"4.83"	"84.75"	"9"	"0"	"11.1"	"11.8"	"10.7"	"12.8"	"7.4"	"3.4"	"6.2"	""	"11.4"	"6.5"	"10.0"	"10.9"	"5.6"	"13.5"	""	"14.6"	""	"10.8"	"7.8"	"9.5"	"89.40"	"51.93"	"88.15"	"27.70"	"118.25"	"62.27"	"120.16"	""	"77.67"	"36.08"	"99.05"	"35.43"	"140.33"	"64.36"	""	"13.73"	""	"34.26"	"101.68"	"29.25"
